Esemble Gene ID,RP3V,ARC Log2>7,Gene Name
ENSMUSG00000032497,1.83,7.26,Lrrfip2
ENSMUSG00000034648,2.79,8.28,Lrrn1
ENSMUSG00000026443,3.46,8.35,Lrrn2
ENSMUSG00000036295,4.41,8.11,Lrrn3
ENSMUSG00000042846,3.05,10.17,Lrrtm3
ENSMUSG00000061080,8.24,11.49,Lsamp
ENSMUSG00000022538,1.79,7.18,Lsg1
ENSMUSG00000037296,11.87,11.35,Lsm1
ENSMUSG00000050188,9.2,9.75,Lsm10
ENSMUSG00000066568,5.81,7.35,Lsm14a
ENSMUSG00000034192,9.94,9.86,Lsm3
ENSMUSG00000031848,10.16,11.89,Lsm4
ENSMUSG00000091625,5.37,8.68,Lsm5
ENSMUSG00000031683,12.12,11.99,Lsm6
ENSMUSG00000035215,14.03,12.48,Lsm7
ENSMUSG00000044155,7.46,9.38,Lsm8
ENSMUSG00000015889,5.54,8.27,Lta4h
ENSMUSG00000019814,3.72,7.43,Ltv1
ENSMUSG00000024188,10.31,9.33,Luc7l
ENSMUSG00000029823,5.94,7.55,Luc7l2
ENSMUSG00000020863,11.74,10.86,Luc7l3
ENSMUSG00000047557,9.99,14.86,Lxn
ENSMUSG00000022587,11.67,10.19,Ly6e
ENSMUSG00000022577,11.69,12.37,Ly6h
ENSMUSG00000025903,6.65,8.99,Lypla1
ENSMUSG00000030922,3.36,9.71,Lyrm1
ENSMUSG00000045854,9.72,9.79,Lyrm2
ENSMUSG00000046573,6.07,10.19,Lyrm4
ENSMUSG00000072640,5.11,7.2,Lyrm9
ENSMUSG00000032184,9.72,12.66,Lysmd2
ENSMUSG00000043831,8.89,9.22,Lysmd4
ENSMUSG00000007458,9.66,11.79,M6pr
ENSMUSG00000028649,10.25,10.11,Macf1
ENSMUSG00000068205,7.26,8.03,Macrod2
ENSMUSG00000015937,12.46,12.32,Macroh2a1
ENSMUSG00000029910,0.44,8,Mad2l1
ENSMUSG00000029003,6.96,10.34,Mad2l2
ENSMUSG00000040687,1.8,8.13,Madd
ENSMUSG00000079562,9.43,9.16,Maea
ENSMUSG00000022553,3.29,9.81,Maf1
ENSMUSG00000025151,13.27,14.01,Maged1
ENSMUSG00000025268,6.54,11.41,Maged2
ENSMUSG00000031227,9.34,10.41,Magee1
ENSMUSG00000047238,8.52,10.04,Mageh1
ENSMUSG00000056972,6.9,7.11,Magel2
ENSMUSG00000040003,1.85,8.27,Magi2
ENSMUSG00000028609,7.13,9.87,Magoh
ENSMUSG00000030188,3.58,7.1,Magohb
ENSMUSG00000031232,3.23,7.47,Magt1
ENSMUSG00000025971,5.32,7.82,Maip1
ENSMUSG00000031578,4.81,8.39,Mak16
ENSMUSG00000024479,9.33,10.87,Mal2
ENSMUSG00000092341,16.82,16.1,Malat1
ENSMUSG00000029815,4.93,9.11,Malsu1
ENSMUSG00000008763,6.45,9.39,Man1a2
ENSMUSG00000038886,8.75,9.3,Man2a2
ENSMUSG00000063019,6.59,11.26,Manbal
ENSMUSG00000032575,12.75,13.05,Manf
ENSMUSG00000027254,6.33,7.98,Map1a
ENSMUSG00000052727,13.09,15.03,Map1b
ENSMUSG00000027602,10.71,11.7,Map1lc3a
ENSMUSG00000031812,12.41,13.07,Map1lc3b
ENSMUSG00000015222,11.16,10.51,Map2
ENSMUSG00000004936,10.73,13.63,Map2k1
ENSMUSG00000035027,3.36,7.14,Map2k2
ENSMUSG00000033352,5.65,11.12,Map2k4
ENSMUSG00000002948,1.67,8.87,Map2k7
ENSMUSG00000024383,3.15,7.39,Map3k2
ENSMUSG00000032479,10.68,10.14,Map4
ENSMUSG00000034761,3.44,7.2,Map4k5
ENSMUSG00000055407,4.87,7.36,Map6
ENSMUSG00000028849,5.31,8.63,Map7d1
ENSMUSG00000041020,11.42,11.9,Map7d2
ENSMUSG00000033900,9.95,9.1,Map9
ENSMUSG00000063358,8.15,10.87,Mapk1
ENSMUSG00000046709,10.32,10.31,Mapk10
ENSMUSG00000041775,5.35,10.05,Mapk1ip1
ENSMUSG00000063065,4.71,8.98,Mapk3
ENSMUSG00000022619,3.98,9.01,Mapk8ip2
ENSMUSG00000024163,4.5,8.8,Mapk8ip3
ENSMUSG00000020366,5.75,9.58,Mapk9
ENSMUSG00000027479,9.79,10.47,Mapre1
ENSMUSG00000024277,10.66,10.65,Mapre2
ENSMUSG00000029166,3.37,7.26,Mapre3
ENSMUSG00000018411,8.39,10.62,Mapt
ENSMUSG00000023307,6.37,8.63,Marchf5
ENSMUSG00000039100,7.94,9.8,Marchf6
ENSMUSG00000026977,1.69,7.86,Marchf7
ENSMUSG00000069662,9.36,10.68,Marcks
ENSMUSG00000047945,9.82,9.61,Marcksl1
ENSMUSG00000040354,4.31,7.31,Mars1
ENSMUSG00000053907,7,9.68,Mat2a
ENSMUSG00000042032,9.09,11.34,Mat2b
ENSMUSG00000004933,4.88,7.54,Matk
ENSMUSG00000037236,10.2,11.91,Matr3
ENSMUSG00000059436,4.81,9.94,Max
ENSMUSG00000024513,1.67,8.2,Mbd2
ENSMUSG00000035478,5.02,9.1,Mbd3
ENSMUSG00000021028,5.51,8.63,Mbip
ENSMUSG00000051098,7.56,10.61,Mblac2
ENSMUSG00000022139,10.01,11.04,Mbnl2
ENSMUSG00000035596,6.57,10.26,Mboat7
ENSMUSG00000041607,4.88,7.34,Mbp
ENSMUSG00000031835,3.87,8.46,Mbtps1
ENSMUSG00000021646,5.12,8.96,Mccc2
ENSMUSG00000033429,6.83,10.03,Mcee
ENSMUSG00000024150,11.91,12.34,Mcfd2
ENSMUSG00000050164,0,7.09,Mchr1
ENSMUSG00000038612,3.29,7.51,Mcl1
ENSMUSG00000048170,4.2,7.91,Mcmbp
ENSMUSG00000004567,3.42,7.68,Mcoln1
ENSMUSG00000061111,6.26,10.81,Mcrip1
ENSMUSG00000000355,11.64,11.91,Mcts1
ENSMUSG00000042814,5.41,7.8,Mcts2
ENSMUSG00000020321,14.55,15.32,Mdh1
ENSMUSG00000019179,14.14,14.65,Mdh2
ENSMUSG00000020184,7.01,7.15,Mdm2
ENSMUSG00000054387,5.19,7.33,Mdm4
ENSMUSG00000002329,5.37,8.21,Mdp1
ENSMUSG00000032418,0.86,7.73,Me1
ENSMUSG00000024556,2.86,8.6,Me2
ENSMUSG00000002768,12.63,12.01,Mea1
ENSMUSG00000028863,10.51,10.1,Meaf6
ENSMUSG00000028910,1.93,7.7,Mecr
ENSMUSG00000018076,4.87,8.35,Med13l
ENSMUSG00000027080,4.56,7.35,Med19
ENSMUSG00000030291,10.8,11.61,Med21
ENSMUSG00000015776,5.24,7.87,Med22
ENSMUSG00000015804,13.6,13.44,Med28
ENSMUSG00000003444,7.05,9.99,Med29
ENSMUSG00000038622,9.37,10.11,Med30
ENSMUSG00000020801,9.57,10.57,Med31
ENSMUSG00000022109,8.3,10.34,Med4
ENSMUSG00000002679,4.04,7.47,Med6
ENSMUSG00000020397,5.6,10.09,Med7
ENSMUSG00000006392,10.21,9.37,Med8
ENSMUSG00000061650,1.39,7.23,Med9
ENSMUSG00000030557,3.12,8.63,Mef2a
ENSMUSG00000005583,5.05,9.41,Mef2c
ENSMUSG00000021268,13.07,12.74,Meg3
ENSMUSG00000038503,8.92,11.02,Mesd
ENSMUSG00000041921,8.19,8.16,Metap1d
ENSMUSG00000036112,11.96,12.48,Metap2
ENSMUSG00000039208,1.51,8.18,Metrnl
ENSMUSG00000010554,5.48,8.53,Mettl16
ENSMUSG00000039345,5.98,8.34,Mettl22
ENSMUSG00000025731,7.98,11.68,Mettl26
ENSMUSG00000051730,7.02,7.47,Mettl5
ENSMUSG00000030876,7,11.26,Mettl9
ENSMUSG00000026150,11.91,11.43,Mff
ENSMUSG00000027668,3.17,8.07,Mfn1
ENSMUSG00000029020,5.04,7.53,Mfn2
ENSMUSG00000020818,4.58,7.3,Mfsd11
ENSMUSG00000089911,4.61,9.6,Mfsd14a
ENSMUSG00000038212,3.97,8.55,Mfsd14b
ENSMUSG00000045665,4.39,8.32,Mfsd5
ENSMUSG00000041439,4.92,7.41,Mfsd6
ENSMUSG00000033943,3.61,8.15,Mga
ENSMUSG00000043998,3.46,8.15,Mgat2
ENSMUSG00000036155,4.37,7.6,Mgat5
ENSMUSG00000022517,6.82,8.43,Mgrn1
ENSMUSG00000026688,11.66,9.91,Mgst3
ENSMUSG00000021000,3.25,7.38,Mia2
ENSMUSG00000056050,7.22,10.18,Mia3
ENSMUSG00000097767,1.62,7.72,Miat
ENSMUSG00000024294,3.87,7.3,Mib1
ENSMUSG00000029060,6.24,7.23,Mib2
ENSMUSG00000038244,4.66,8.2,Mical2
ENSMUSG00000038244,4.66,8.2,Mical2
ENSMUSG00000050608,14.79,14.05,Micos10
ENSMUSG00000049760,12.84,12.28,Micos13
ENSMUSG00000039478,8.67,9.42,Micu3
ENSMUSG00000002580,11.05,11.66,Mien1
ENSMUSG00000033307,12.93,12.6,Mif
ENSMUSG00000054942,9.26,7.68,Miga1
ENSMUSG00000050875,13.1,11.37,Minar2
ENSMUSG00000042444,7.35,7.78,Mindy2
ENSMUSG00000024896,8.53,8.55,Minpp1
ENSMUSG00000085148,7.02,9.44,Mir22hg
ENSMUSG00000027274,7.12,9.74,Mkks
ENSMUSG00000025609,6.31,10.05,Mkln1
ENSMUSG00000029922,9.29,11.4,Mkrn1
ENSMUSG00000048578,6.06,10.02,Mlec
ENSMUSG00000048416,7.94,7.79,Mlf1
ENSMUSG00000030120,10.69,12.27,Mlf2
ENSMUSG00000053192,14.27,14.87,Mllt11
ENSMUSG00000017801,8.24,8.25,Mlx
ENSMUSG00000028690,2.98,7.2,Mmachc
ENSMUSG00000026766,8.65,10.24,Mmadhc
ENSMUSG00000003948,9.97,9.07,Mmd
ENSMUSG00000070576,1.64,7.9,Mn1
ENSMUSG00000021103,7.01,7.77,Mnat1
ENSMUSG00000025147,3.58,7.4,Mob2
ENSMUSG00000025979,9.23,11.42,Mob4
ENSMUSG00000015536,11.81,11.53,Mocs2
ENSMUSG00000034543,6.21,7.01,Morc2a
ENSMUSG00000062270,12.63,12.47,Morf4l1
ENSMUSG00000062270,12.63,12.47,Morf4l1
ENSMUSG00000031422,12.41,13.62,Morf4l2
ENSMUSG00000045257,6.93,8.59,Morn2
ENSMUSG00000046096,2.93,7.11,Mosmo
ENSMUSG00000037221,3.12,9,Mospd3
ENSMUSG00000023861,9.67,10.5,Mpc1
ENSMUSG00000091498,8.49,9.36,Mpc1-ps
ENSMUSG00000026568,13.28,11.77,Mpc2
ENSMUSG00000018761,6.16,8.88,Mpdu1
ENSMUSG00000030521,4.66,8.38,Mphosph10
ENSMUSG00000079184,11.7,11.53,Mphosph8
ENSMUSG00000032306,7.16,9.59,Mpi
ENSMUSG00000003199,3.75,9.52,Mpnd
ENSMUSG00000031402,4.66,8.97,Mpp1
ENSMUSG00000052373,0.19,7.77,Mpp3
ENSMUSG00000021112,5.77,8.3,Mpp5
ENSMUSG00000038388,3.32,8.75,Mpp6
ENSMUSG00000005417,7.79,7.71,Mprip
ENSMUSG00000107283,9.88,9.79,Mpv17
ENSMUSG00000022679,4.07,7.59,Mpv17l
ENSMUSG00000035559,3.1,8.96,Mpv17l2
ENSMUSG00000042761,6.4,12.73,Mrap2
ENSMUSG00000032470,5.02,8.38,Mras
ENSMUSG00000055302,13.18,13.29,Mrfap1
ENSMUSG00000038046,9.05,10.61,Mrm3
ENSMUSG00000020381,6.98,8.67,Mrnip
ENSMUSG00000029486,6.63,8.77,Mrpl1
ENSMUSG00000001445,7.13,7.92,Mrpl10
ENSMUSG00000024902,12.11,11.52,Mrpl11
ENSMUSG00000039640,7.13,9.91,Mrpl12
ENSMUSG00000022370,12.75,12,Mrpl13
ENSMUSG00000023939,11.59,11.15,Mrpl14
ENSMUSG00000033845,9.39,10.13,Mrpl15
ENSMUSG00000024683,8.46,7.52,Mrpl16
ENSMUSG00000030879,10.66,12.48,Mrpl17
ENSMUSG00000057388,9.33,11.05,Mrpl18
ENSMUSG00000030045,4.96,9.5,Mrpl19
ENSMUSG00000002767,9.94,10.46,Mrpl2
ENSMUSG00000029066,12.03,12.31,Mrpl20
ENSMUSG00000024829,11.63,10.91,Mrpl21
ENSMUSG00000020514,9.21,10.82,Mrpl22
ENSMUSG00000037772,12.52,11.33,Mrpl23
ENSMUSG00000019710,8.17,10.15,Mrpl24
ENSMUSG00000024414,12.3,12.29,Mrpl27
ENSMUSG00000071867,7.44,8.2,Mrpl27-ps
ENSMUSG00000024181,11.44,11.21,Mrpl28
ENSMUSG00000032563,4.73,8.35,Mrpl3
ENSMUSG00000026087,13.52,12.41,Mrpl30
ENSMUSG00000015672,9.65,10.72,Mrpl32
ENSMUSG00000106918,13.17,12.67,Mrpl33
ENSMUSG00000034880,9.45,10.53,Mrpl34
ENSMUSG00000052962,12.38,10.67,Mrpl35
ENSMUSG00000021607,7.47,9.98,Mrpl36
ENSMUSG00000028622,6.62,8.59,Mrpl37
ENSMUSG00000020775,5.42,9.28,Mrpl38
ENSMUSG00000022889,10.71,11.04,Mrpl39
ENSMUSG00000003299,5.51,9.27,Mrpl4
ENSMUSG00000022706,9.61,11.19,Mrpl40
ENSMUSG00000036850,12.88,12.29,Mrpl41
ENSMUSG00000062981,14.68,13.51,Mrpl42
ENSMUSG00000025208,9.37,9.31,Mrpl43
ENSMUSG00000026248,3,8.93,Mrpl44
ENSMUSG00000018882,7.14,9.23,Mrpl45
ENSMUSG00000030612,10.36,11.07,Mrpl46
ENSMUSG00000037531,5.13,9.11,Mrpl47
ENSMUSG00000030706,11.82,11.72,Mrpl48
ENSMUSG00000078480,9.8,9.63,Mrpl48-ps
ENSMUSG00000007338,7.38,10.86,Mrpl49
ENSMUSG00000044018,8.54,9.9,Mrpl50
ENSMUSG00000030335,9.3,10.69,Mrpl51
ENSMUSG00000010406,10.84,10.3,Mrpl52
ENSMUSG00000034932,7.54,11.07,Mrpl54
ENSMUSG00000036860,12.66,11.78,Mrpl55
ENSMUSG00000021967,11.8,11.46,Mrpl57
ENSMUSG00000018858,10.41,11.64,Mrpl58
ENSMUSG00000028140,6.75,7.2,Mrpl9
ENSMUSG00000034729,11.95,11.95,Mrps10
ENSMUSG00000030611,5.4,10.92,Mrps11
ENSMUSG00000045948,13.11,12.27,Mrps12
ENSMUSG00000058267,13.39,12.67,Mrps14
ENSMUSG00000028861,10.84,9.71,Mrps15
ENSMUSG00000049960,11.4,9.88,Mrps16
ENSMUSG00000034211,11.96,11.24,Mrps17
ENSMUSG00000023967,7.55,10.44,Mrps18a
ENSMUSG00000024436,5.11,7.1,Mrps18b
ENSMUSG00000016833,11.29,12.05,Mrps18c
ENSMUSG00000054312,12.35,11.58,Mrps21
ENSMUSG00000032459,8.65,8.98,Mrps22
ENSMUSG00000023723,5.76,9.41,Mrps23
ENSMUSG00000020477,10.19,11.53,Mrps24
ENSMUSG00000014551,9.14,8.15,Mrps25
ENSMUSG00000037740,6.82,10.35,Mrps26
ENSMUSG00000041632,4.18,8.93,Mrps27
ENSMUSG00000040269,7.82,11.61,Mrps28
ENSMUSG00000021731,6.68,9.54,Mrps30
ENSMUSG00000031533,6.85,7.61,Mrps31
ENSMUSG00000029918,12.79,11.45,Mrps33
ENSMUSG00000038880,9.95,9.16,Mrps34
ENSMUSG00000061474,10.4,9.83,Mrps36
ENSMUSG00000027374,6.01,7.1,Mrps5
ENSMUSG00000039680,7.23,9.3,Mrps6
ENSMUSG00000046756,5.68,9.88,Mrps7
ENSMUSG00000060679,8.46,8.57,Mrps9
ENSMUSG00000026887,3.23,7.78,Mrrf
ENSMUSG00000009569,8.1,7.5,Mrtfb
ENSMUSG00000028741,4.99,9.26,Mrto4
ENSMUSG00000041124,9.45,10.95,Msantd4
ENSMUSG00000024151,4.01,8.84,Msh2
ENSMUSG00000069769,4.85,7.97,Msi2
ENSMUSG00000052915,8.11,8.33,Msl1
ENSMUSG00000031604,10.17,12.01,Msmo1
ENSMUSG00000023094,4.44,9.94,Msrb2
ENSMUSG00000064351,14.72,15.09,mt-Co1
ENSMUSG00000064370,15.89,15.93,mt-Cytb
ENSMUSG00000064341,14.95,15,mt-Nd1
ENSMUSG00000064345,13.48,13.6,mt-Nd2
ENSMUSG00000064363,14.04,14.08,mt-Nd4
ENSMUSG00000064367,12.82,13.4,mt-Nd5
ENSMUSG00000064368,11.99,12.16,mt-Nd6
ENSMUSG00000064337,12.16,11.76,mt-Rnr1
ENSMUSG00000064339,15.65,15.54,mt-Rnr2
ENSMUSG00000031765,11.89,8.07,Mt1
ENSMUSG00000031760,11.07,10.79,Mt3
ENSMUSG00000055817,1.42,7.06,Mta3
ENSMUSG00000073481,7.03,8.7,Mtarc2
ENSMUSG00000024012,11.1,12.58,Mtch1
ENSMUSG00000027282,11.85,12.11,Mtch2
ENSMUSG00000022255,5.21,9.06,Mtdh
ENSMUSG00000021519,6.36,10.15,Mterf3
ENSMUSG00000004748,5.85,9.12,Mtfp1
ENSMUSG00000046671,7.3,10.58,Mtfr1l
ENSMUSG00000039018,6.55,8.05,Mtg1
ENSMUSG00000039069,3.15,7.5,Mtg2
ENSMUSG00000005667,5.22,8.4,Mthfd2
ENSMUSG00000029376,5.35,8.79,Mthfd2l
ENSMUSG00000079427,7.94,9.32,Mthfsl
ENSMUSG00000020459,5.25,7.52,Mtif2
ENSMUSG00000051319,11.74,10.05,Mtln
ENSMUSG00000034354,3.35,7.74,Mtmr3
ENSMUSG00000021987,7.13,9.68,Mtmr6
ENSMUSG00000039431,4.66,7.21,Mtmr7
ENSMUSG00000029840,6.25,10.06,Mtpn
ENSMUSG00000019797,7.01,10.56,Mtres1
ENSMUSG00000016018,7.09,8.89,Mtrex
ENSMUSG00000022353,4.31,8.66,Mtss1
ENSMUSG00000028158,5.59,8.36,Mttp
ENSMUSG00000029651,1.37,7.9,Mtus2
ENSMUSG00000064068,5.15,8.93,Mtx1
ENSMUSG00000027099,10.09,11.06,Mtx2
ENSMUSG00000041241,5.2,8.87,Mul1
ENSMUSG00000031813,4.95,9.18,Mvb12a
ENSMUSG00000037235,0.18,8.93,Mxd4
ENSMUSG00000068566,2.53,8.79,Myadm
ENSMUSG00000028647,9.83,7.65,Mycbp
ENSMUSG00000033004,10.62,9.97,Mycbp2
ENSMUSG00000019579,9,10.8,Mydgf
ENSMUSG00000001285,4.46,8.28,Myg1
ENSMUSG00000020900,9.56,9.24,Myh10
ENSMUSG00000024048,7.12,9.35,Myl12a
ENSMUSG00000034868,13.33,12.89,Myl12b
ENSMUSG00000090841,13.39,13.12,Myl6
ENSMUSG00000000631,3.7,7.28,Myo18a
ENSMUSG00000034593,8.95,10.4,Myo5a
ENSMUSG00000061911,7.57,8.17,Myt1l
ENSMUSG00000033186,6.83,9.12,Mzt1
ENSMUSG00000022671,5.01,7.96,Mzt2
ENSMUSG00000041132,9.23,11.4,N4bp2l1
ENSMUSG00000044442,9.61,9.99,N6amt1
ENSMUSG00000031388,6.08,8.04,Naa10
ENSMUSG00000063273,6.46,8.04,Naa15
ENSMUSG00000002728,12.55,12.33,Naa20
ENSMUSG00000021555,7.33,9.71,Naa35
ENSMUSG00000059278,11.75,10.46,Naa38
ENSMUSG00000022698,8.26,10.08,Naa50
ENSMUSG00000029413,3.83,7.96,Naaa
ENSMUSG00000025374,6.65,9.01,Nabp2
ENSMUSG00000061315,12.91,12.31,Naca
ENSMUSG00000041073,6.82,7.2,Nacad
ENSMUSG00000022253,4.73,7.04,Nadk2
ENSMUSG00000031878,11.71,10.9,Nae1
ENSMUSG00000034744,11.11,12.23,Nagk
ENSMUSG00000000197,6.51,8.34,Nalcn
ENSMUSG00000020572,5.11,8.04,Nampt
ENSMUSG00000028334,3.71,7.42,Nans
ENSMUSG00000058799,11.69,11.55,Nap1l1
ENSMUSG00000082229,4.08,11.15,Nap1l2
ENSMUSG00000055733,5.2,9.45,Nap1l3
ENSMUSG00000059119,8.74,10.68,Nap1l4
ENSMUSG00000055430,15.91,15.68,Nap1l5
ENSMUSG00000006024,10.2,11.99,Napa
ENSMUSG00000027438,9.31,9.4,Napb
ENSMUSG00000024581,10.08,10.05,Napg
ENSMUSG00000024587,10.52,13.15,Nars
ENSMUSG00000035285,11.21,9.28,Nat14
ENSMUSG00000009418,5.24,8.65,Nav1
ENSMUSG00000031505,10.12,9.97,Naxd
ENSMUSG00000028070,10.67,12.48,Naxe
ENSMUSG00000086316,12.04,12.28,Nbdy
ENSMUSG00000027799,10.38,9.88,Nbea
ENSMUSG00000017119,3.91,8.16,Nbr1
ENSMUSG00000051359,4.75,8.36,Ncald
ENSMUSG00000039542,12.61,11.65,Ncam1
ENSMUSG00000022774,6.33,10.79,Ncbp2
ENSMUSG00000028833,2.93,7.11,Ncdn
ENSMUSG00000027698,5.81,9.78,Nceh1
ENSMUSG00000032475,6.49,8.62,Nck1
ENSMUSG00000027002,4.55,9.59,Nckap1
ENSMUSG00000026234,11.75,11.7,Ncl
ENSMUSG00000020647,3.51,8.38,Ncoa1
ENSMUSG00000039697,8.34,8.17,Ncoa7
ENSMUSG00000018501,10.37,10.88,Ncor1
ENSMUSG00000062661,7.37,8.17,Ncs1
ENSMUSG00000003458,3.88,9.57,Ncstn
ENSMUSG00000018736,5.14,10.22,Ndel1
ENSMUSG00000024425,14.57,15.26,Ndfip1
ENSMUSG00000053253,6.68,10.5,Ndfip2
ENSMUSG00000033585,14,14.23,Ndn
ENSMUSG00000004558,8,8.8,Ndrg2
ENSMUSG00000027634,11.05,11.01,Ndrg3
ENSMUSG00000036564,12.1,11.94,Ndrg4
ENSMUSG00000016427,15.33,13.71,Ndufa1
ENSMUSG00000026260,11.65,12.54,Ndufa10
ENSMUSG00000002379,14,13.69,Ndufa11
ENSMUSG00000020022,14.79,13.78,Ndufa12
ENSMUSG00000080893,12.58,12.27,Ndufa12-ps
ENSMUSG00000036199,14.72,13.69,Ndufa13
ENSMUSG00000014294,13.94,12.94,Ndufa2
ENSMUSG00000035674,13.81,13.27,Ndufa3
ENSMUSG00000029632,15.51,14.73,Ndufa4
ENSMUSG00000023089,14.62,13.44,Ndufa5
ENSMUSG00000022450,13.92,13.26,Ndufa6
ENSMUSG00000041881,15.52,14.46,Ndufa7
ENSMUSG00000026895,14.27,13.86,Ndufa8
ENSMUSG00000000399,11.14,12.48,Ndufa9
ENSMUSG00000030869,14.08,13.67,Ndufab1
ENSMUSG00000091989,7.37,7.31,Ndufab1-ps
ENSMUSG00000027305,5.01,9.62,Ndufaf1
ENSMUSG00000068184,9.55,10.81,Ndufaf2
ENSMUSG00000070283,11.69,11.65,Ndufaf3
ENSMUSG00000028261,8.89,10.47,Ndufaf4
ENSMUSG00000027384,8.67,7.02,Ndufaf5
ENSMUSG00000050323,5.63,8.5,Ndufaf6
ENSMUSG00000024082,5.21,8.41,Ndufaf7
ENSMUSG00000078572,12.37,10.78,Ndufaf8
ENSMUSG00000040048,14.33,13.65,Ndufb10
ENSMUSG00000031059,12.88,13.02,Ndufb11
ENSMUSG00000002416,11.89,11.24,Ndufb2
ENSMUSG00000026032,13.18,12.62,Ndufb3
ENSMUSG00000022820,14.15,12.8,Ndufb4
ENSMUSG00000022820,14.15,12.8,Ndufb4
ENSMUSG00000022820,14.15,12.8,Ndufb4
ENSMUSG00000027673,14.3,13.43,Ndufb5
ENSMUSG00000071014,13.4,13.07,Ndufb6
ENSMUSG00000033938,13.63,13.4,Ndufb7
ENSMUSG00000025204,14.51,14.34,Ndufb8
ENSMUSG00000022354,14.02,13.8,Ndufb9
ENSMUSG00000037152,15.76,14.28,Ndufc1
ENSMUSG00000030647,14.37,13.33,Ndufc2
ENSMUSG00000025968,6.56,10.13,Ndufs1
ENSMUSG00000013593,8.76,10.65,Ndufs2
ENSMUSG00000005510,12.25,12.15,Ndufs3
ENSMUSG00000021764,13.27,12.5,Ndufs4
ENSMUSG00000028648,13.08,12.07,Ndufs5
ENSMUSG00000081824,12.51,11.49,Ndufs5-ps
ENSMUSG00000021606,13.71,12.91,Ndufs6
ENSMUSG00000083820,10.94,10.18,Ndufs6b
ENSMUSG00000020153,13.65,13.22,Ndufs7
ENSMUSG00000059734,12.71,12.9,Ndufs8
ENSMUSG00000037916,8.85,11.37,Ndufv1
ENSMUSG00000024099,14.84,14.7,Ndufv2
ENSMUSG00000024038,14.21,12.91,Ndufv3
ENSMUSG00000031837,3.39,11.51,Necab2
ENSMUSG00000030327,11.43,12.42,Necap1
ENSMUSG00000022656,4.03,8.91,Nectin3
ENSMUSG00000032216,11.08,11.86,Nedd4
ENSMUSG00000024589,2.85,8.45,Nedd4l
ENSMUSG00000010376,14.73,14.09,Nedd8
ENSMUSG00000022055,5.64,9.49,Nefl
ENSMUSG00000022054,5.69,8.65,Nefm
ENSMUSG00000040037,10.14,10.76,Negr1
ENSMUSG00000026393,5.18,7.29,Nek7
ENSMUSG00000016253,4.82,8.2,Nelfcd
ENSMUSG00000024369,4.64,9.97,Nelfe
ENSMUSG00000055409,4,9.61,Nell1
ENSMUSG00000020982,10.7,11.2,Nemf
ENSMUSG00000037499,12.76,11.36,Nenf
ENSMUSG00000032340,6.28,7.18,Neo1
ENSMUSG00000007038,7.06,7.37,Neu1
ENSMUSG00000046449,5.62,9.05,Nexmif
ENSMUSG00000026442,4.93,8.09,Nfasc
ENSMUSG00000038615,9.3,9.49,Nfe2l1
ENSMUSG00000021025,4.53,8.91,Nfkbia
ENSMUSG00000030595,5.35,7.17,Nfkbib
ENSMUSG00000027618,6.55,8.38,Nfs1
ENSMUSG00000029993,13.14,12.16,Nfu1
ENSMUSG00000028423,3.17,8.05,Nfx1
ENSMUSG00000020248,4.51,9.17,Nfyb
ENSMUSG00000021032,8.38,8.93,Ngb
ENSMUSG00000022204,9.92,10.89,Ngdn
ENSMUSG00000021785,3.45,8.17,Ngly1
ENSMUSG00000047084,11.2,7.87,Ngrn
ENSMUSG00000048540,0.38,12.33,Nhlh2
ENSMUSG00000001056,6.56,10.09,Nhp2
ENSMUSG00000032606,12.36,11.06,Nicn1
ENSMUSG00000026036,5.03,9.34,Nif3l1
ENSMUSG00000026377,5.26,9.65,Nifk
ENSMUSG00000095930,7,8.72,Nim1k
ENSMUSG00000037966,2.19,7.49,Ninj1
ENSMUSG00000031917,6.83,9.53,Nip7
ENSMUSG00000047037,4.21,7.21,Nipa1
ENSMUSG00000030452,3.56,8.84,Nipa2
ENSMUSG00000034285,5.18,8.97,Nipsnap1
ENSMUSG00000015247,9.24,9.47,Nipsnap3b
ENSMUSG00000021910,6.14,10.3,Nisch
ENSMUSG00000013997,7.94,7.31,Nit1
ENSMUSG00000022751,5.61,9.09,Nit2
ENSMUSG00000021772,12.7,12,Nkiras1
ENSMUSG00000032525,4.72,8.43,Nktr
ENSMUSG00000051790,6.98,7.87,Nlgn2
ENSMUSG00000017376,1.25,8.21,Nlk
ENSMUSG00000027787,9.23,9.6,Nmd3
ENSMUSG00000037601,14.27,14.25,Nme1
ENSMUSG00000042751,4.85,7.05,Nmnat2
ENSMUSG00000020936,10.47,10.43,Nmt1
ENSMUSG00000026643,9.46,7.87,Nmt2
ENSMUSG00000029236,0,7.6,Nmu
ENSMUSG00000067786,7.97,12.86,Nnat
ENSMUSG00000003848,5.19,8.54,Nob1
ENSMUSG00000018433,3.67,7.4,Nol11
ENSMUSG00000033099,3.01,7.81,Nol12
ENSMUSG00000063200,12.02,10.46,Nol7
ENSMUSG00000015176,6.07,7.86,Nolc1
ENSMUSG00000031311,8.1,10.7,Nono
ENSMUSG00000027133,13.92,13.12,Nop10
ENSMUSG00000025869,7.93,12.05,Nop16
ENSMUSG00000041560,4.82,9.37,Nop53
ENSMUSG00000027405,11.6,13.35,Nop56
ENSMUSG00000026020,6.5,10.2,Nop58
ENSMUSG00000003421,5.34,7.66,Nosip
